satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
0,1,0,-1.9463833099795915,1,1,-0.050052060490422434,4,4,4,2,3,4,3,3,3,2,4,4,5,3,-0.38648106227660245,-0.33958234823808653
0,0,0,1.1622258567820103,1,0,-1.320605264789022,4,4,4,2,5,5,5,2,2,4,2,4,2,3,-0.38648106227660245,-0.3916437116430161
0,1,0,-0.028305313467113777,1,1,0.4416179534335567,4,4,4,2,4,4,4,4,4,2,4,5,5,4,-0.38648106227660245,-0.3916437116430161
1,0,0,-1.0865552425774463,1,1,-0.08607540804524863,4,4,4,2,4,4,1,4,3,5,4,5,5,4,1.3733895954352355,1.2482892356122648
0,1,0,1.0960852362126146,1,1,0.0638596061018658,4,4,4,2,5,4,5,5,5,5,5,4,5,5,-0.38648106227660245,-0.3916437116430161
0,0,0,1.7574914419065724,1,1,-1.377074296091182,4,4,4,2,2,4,4,5,5,4,5,4,5,3,1.9249908463598415,1.7689028696615603
0,0,0,0.10397592767167779,1,1,-0.6760794247540236,4,4,4,2,2,4,5,2,3,2,4,4,5,2,-0.38648106227660245,-0.3916437116430161
0,0,0,-2.012523930548987,1,1,0.001548950871896166,4,4,4,2,3,4,3,3,2,5,4,4,5,3,-0.2551474311040772,0.07690855900134988
1,0,0,-0.09444593403650955,1,1,-0.6926306925494843,4,4,4,2,2,4,2,2,1,5,1,2,3,2,-0.38648106227660245,-0.3916437116430161
0,0,0,-1.6818208277020084,1,1,-0.6371352652352926,4,4,4,2,3,4,3,3,4,2,5,3,4,3,-0.12381379993155199,-0.13133689461836834
0,1,0,-0.2267271751753011,1,1,0.1592727969227568,4,4,4,2,5,4,5,5,3,4,4,4,5,5,-0.38648106227660245,-0.3916437116430161
1,1,0,-0.2928677957446969,1,1,0.4445387653974615,4,4,4,2,2,4,2,2,3,3,5,4,4,2,-0.38648106227660245,-0.3916437116430161
1,1,0,-0.09444593403650955,1,1,0.029783466522976157,4,4,4,2,4,4,4,4,3,4,5,4,4,4,-0.33394760980759236,-0.3135516665356218
0,0,0,0.7653821333656357,1,1,-1.3790215040671185,4,4,4,2,5,5,4,5,5,4,5,4,5,4,-0.38648106227660245,-0.3916437116430161
1,0,0,-1.6156802071326126,1,1,-0.47454339924459055,4,4,4,2,3,4,3,3,4,5,4,3,4,3,-0.38648106227660245,-0.3916437116430161
1,1,0,-1.8802426894101956,1,1,-0.042263228586676235,4,4,4,2,1,4,1,1,5,2,4,3,4,1,0.5328543559310742,0.3632460577284624
0,1,0,1.559069580198385,1,1,-0.5952702937526567,4,4,4,2,4,4,4,4,5,3,5,5,5,4,0.8217883445106297,0.9619517368851522
1,0,0,0.23625716881046935,1,1,-1.3829159200189916,4,4,4,2,5,5,5,3,3,4,3,4,3,5,-0.38648106227660245,-0.3916437116430161
0,1,0,-1.5495395865632167,1,1,-0.5241972026309726,4,4,4,2,3,4,3,3,3,3,5,5,5,3,1.058188880621175,0.649583556455575
1,0,0,0.3023977893798651,1,1,-1.387783939958833,4,4,4,2,5,4,4,5,5,4,5,3,5,5,-0.38648106227660245,-0.3916437116430161
1,1,0,-1.0865552425774463,1,1,-0.6507657210668485,4,4,4,2,3,4,3,3,5,4,4,3,5,3,-0.38648106227660245,-0.3916437116430161
0,0,0,2.0220539241841555,1,2,-1.4238072875136591,4,4,4,2,2,4,4,4,4,4,4,4,4,5,-0.38648106227660245,-0.20942893972576265
0,0,0,0.6331008922268441,1,0,-1.4238072875136591,4,4,4,2,3,4,4,2,2,4,2,5,2,5,-0.38648106227660245,-0.3916437116430161
0,1,0,1.2945070979208018,1,1,-0.0792601801294707,4,4,4,2,3,4,3,3,4,4,5,4,4,3,-0.0712803474625419,-0.07927553121343878
0,1,0,1.0960852362126146,1,1,0.2712372555391085,4,4,4,2,5,4,5,5,4,1,1,3,4,5,-0.38648106227660245,-0.3916437116430161
0,0,0,1.6252102007677807,1,1,-1.444252971260993,4,4,4,2,3,2,1,1,1,4,1,3,1,2,0.6641879871035994,0.6756142381580398
0,0,0,1.559069580198385,1,1,-1.457883427092549,4,4,4,2,5,1,1,1,1,4,1,4,1,4,-0.38648106227660245,-0.3916437116430161
0,1,0,1.4267883390595935,1,2,-0.7461789118877394,4,4,4,2,2,4,2,2,3,2,4,5,2,2,-0.09754707369704695,-0.13133689461836834
0,1,0,0.5669602716574482,1,1,-0.4930418750159878,4,4,4,2,1,4,2,1,5,3,4,3,5,1,-0.38648106227660245,-0.3916437116430161
1,0,0,1.9559133036147596,1,1,-1.444252971260993,4,4,4,2,1,5,3,1,1,4,1,2,1,5,-0.38648106227660245,-0.3135516665356218
0,1,0,0.3685384099492609,1,2,-0.31097792926592027,4,4,4,2,3,4,3,3,3,5,5,4,5,3,-0.38648106227660245,-0.053244849510974
0,0,0,-1.6818208277020084,1,1,-0.34408046485684163,4,4,4,2,5,4,5,5,5,5,5,5,4,5,-0.12381379993155199,-0.053244849510974
1,0,0,-0.4251490368834885,1,1,0.30726060309393466,4,4,4,2,5,4,5,5,5,2,4,4,4,5,-0.38648106227660245,-0.3916437116430161
0,1,0,-0.7558521397304674,1,2,-0.0636825163219783,4,4,4,2,4,4,1,4,5,4,4,4,5,4,-0.33394760980759236,-0.3135516665356218
0,0,0,-0.16058655460590535,1,2,-0.15422768720302793,4,4,4,2,3,4,3,3,3,3,5,5,4,3,-0.20261397863506714,-0.33958234823808653
0,0,0,-0.4251490368834885,1,1,-0.06465612030994657,4,4,4,2,2,4,2,2,3,5,4,4,5,2,-0.38648106227660245,-0.36561302994055134
0,1,0,-0.09444593403650955,1,0,-1.4695666749481682,4,4,4,2,4,5,4,4,4,4,4,4,4,5,0.8217883445106297,0.8317983283728284
0,0,0,-1.8802426894101956,1,1,-0.051025664478390714,4,4,4,2,1,4,1,1,3,1,3,4,1,1,0.2964538198205287,0.6235528747531102
0,0,0,-0.2267271751753011,1,1,-0.005266277043881763,4,4,4,2,2,4,1,2,3,2,4,5,4,2,-0.38648106227660245,-0.3916437116430161
0,0,0,0.7653821333656357,1,1,-1.4987747945872165,4,4,4,2,5,4,5,1,1,4,1,4,1,3,-0.38648106227660245,-0.3916437116430161
0,1,0,1.6913508213371766,1,1,0.071648438005612,4,4,4,2,2,4,1,2,4,5,4,3,4,2,-0.38648106227660245,-0.2614903031306922
0,1,0,-0.6235708985916758,1,1,-0.5904022738128154,4,4,4,2,4,4,4,4,4,2,4,3,4,4,-0.38648106227660245,-0.3916437116430161
1,0,0,1.1622258567820103,1,1,-1.5279829142262646,4,4,4,2,2,4,5,4,4,4,4,3,4,3,-0.38648106227660245,-0.3916437116430161
0,1,0,-2.144805171687779,1,1,-0.47843781519646367,4,4,4,2,4,4,1,4,3,4,4,4,4,4,-0.38648106227660245,-0.15736757632083312
0,1,0,-0.2928677957446969,1,1,-0.4930418750159878,4,4,4,2,5,4,5,5,4,5,5,3,5,5,-0.38648106227660245,-0.3916437116430161
0,1,0,0.6331008922268441,1,1,-0.14157083535944034,4,4,4,2,3,4,3,3,4,2,5,4,5,3,-0.38648106227660245,-0.3916437116430161
0,1,0,-1.0204146220080506,1,1,-0.35089569277261956,4,4,4,2,5,4,5,5,3,2,5,4,4,5,-0.38648106227660245,-0.3916437116430161
0,1,0,-1.0204146220080506,1,2,0.25858040369552093,4,4,4,2,4,4,4,4,3,4,5,5,5,4,-0.38648106227660245,-0.3916437116430161
0,1,0,1.3606477184901977,1,0,-1.4997483985751847,4,4,4,2,4,4,4,2,2,4,2,3,2,5,-0.12381379993155199,-0.10530621291590356
0,0,0,0.4346790305186567,1,1,0.010311386763610646,4,4,4,2,4,5,5,4,5,4,5,5,4,5,4.21019602876178,4.007541496073531
1,1,0,1.1622258567820103,1,2,-0.6556337410066898,4,4,4,2,4,4,2,4,3,2,4,4,4,4,-0.38648106227660245,-0.3916437116430161
0,0,0,-0.2928677957446969,1,1,-0.31681955319372995,4,4,4,2,4,4,4,4,5,2,4,3,4,4,-0.38648106227660245,0.07690855900134988
0,0,0,-0.9542740014386547,1,1,-0.6293464333315464,4,4,4,2,2,4,2,2,3,2,2,4,5,2,-0.38648106227660245,-0.3916437116430161
0,1,0,0.8315227539350314,1,1,-0.3937342682432237,4,4,4,2,1,4,5,1,5,4,4,4,5,1,-0.38648106227660245,-0.3916437116430161
0,0,0,-1.8141020688407998,1,1,0.3023925831540933,4,4,4,2,3,4,4,3,4,4,4,5,5,3,-0.38648106227660245,-0.3916437116430161
1,1,0,-0.4912896574528842,1,1,0.012258594739547197,4,4,4,2,5,4,5,5,4,2,5,5,5,5,-0.0712803474625419,-0.33958234823808653
0,1,0,1.559069580198385,1,1,-0.8143311910455188,4,4,4,2,3,4,3,3,5,4,5,3,4,3,-0.38648106227660245,-0.3916437116430161
1,0,0,-0.7558521397304674,1,1,-0.5144611627512898,4,4,4,2,1,4,1,1,4,1,5,4,5,1,-0.38648106227660245,-0.3916437116430161
0,1,0,-0.9542740014386547,1,1,-0.16493733107067896,4,4,4,2,4,4,4,4,3,4,4,2,5,4,-0.38648106227660245,-0.3916437116430161
0,1,0,-2.144805171687779,1,1,-0.4687017753167809,4,4,4,2,2,4,2,2,3,5,5,5,4,2,0.24392036735151862,0.8057676466703636
0,1,0,-1.5495395865632167,1,1,-0.5232235986430044,4,4,4,2,3,4,3,3,4,2,4,4,4,3,-0.38648106227660245,-0.3916437116430161
0,0,0,1.559069580198385,1,0,-1.578610321600615,4,4,4,2,3,5,5,2,2,4,2,4,2,4,-0.38648106227660245,-0.3916437116430161
1,1,0,-1.9463833099795915,1,1,0.14466873710323266,4,4,4,2,5,4,5,5,4,5,4,4,4,5,-0.38648106227660245,-0.3916437116430161
1,1,0,0.10397592767167779,1,1,-0.30513630533811065,4,4,4,2,3,4,3,3,5,4,5,3,5,3,-0.38648106227660245,-0.3916437116430161
1,1,0,1.559069580198385,1,1,-0.8094631711056773,4,4,4,2,1,4,2,1,1,4,4,5,1,1,-0.38648106227660245,-0.3916437116430161
0,0,0,-0.3590084163140927,1,1,0.16219360888666162,4,4,4,2,1,4,1,1,4,4,4,4,5,1,-0.38648106227660245,-0.3916437116430161
0,1,0,-1.6818208277020084,1,1,-0.03836881263480313,4,4,4,2,2,4,3,2,3,5,5,4,4,2,-0.20261397863506714,-0.28752098483315697
0,1,0,0.6331008922268441,1,2,-0.17369976696239342,4,4,4,2,3,4,3,3,4,2,4,4,4,3,-0.38648106227660245,-0.3916437116430161
1,1,0,-1.4172583454244252,1,1,-0.6429768891631022,4,4,4,2,5,4,5,5,5,3,4,3,4,5,-0.38648106227660245,-0.3916437116430161
0,0,0,-1.6818208277020084,1,1,-0.22140636237283892,4,4,4,2,2,4,2,2,3,2,4,4,5,2,-0.33394760980759236,-0.3916437116430161
1,0,0,1.0299446156432188,1,1,-1.624369709035124,4,4,4,2,3,1,5,5,5,4,5,1,5,2,-0.38648106227660245,-0.3916437116430161
0,1,0,-1.5495395865632167,1,2,0.06580681407780235,4,4,4,2,4,3,3,3,5,4,4,3,3,3,3.0544600744435586,3.382805135214377
0,0,0,1.9559133036147596,1,1,-1.585425549516393,4,4,4,2,1,5,4,5,5,4,5,4,5,3,-0.38648106227660245,-0.3916437116430161
0,0,0,1.0299446156432188,1,1,-1.5941879854081074,4,4,4,2,4,5,5,2,2,4,2,4,2,3,-0.38648106227660245,-0.18339825802329787
0,1,0,-2.012523930548987,1,1,-0.1707789549984886,4,4,4,2,5,4,5,5,4,3,5,5,5,5,-0.38648106227660245,-0.20942893972576265
1,1,0,-0.09444593403650955,1,1,-0.1269667755399162,4,4,4,2,4,4,4,4,4,5,5,5,5,4,-0.09754707369704695,-0.3916437116430161
1,0,0,0.5008196510880525,1,2,-1.6126864611795046,4,4,4,2,4,5,4,5,5,4,4,4,5,4,0.5853878084000843,0.415307421133392
0,1,0,-1.0865552425774463,1,1,-0.19025103475785413,4,4,4,2,3,4,3,3,4,5,2,5,3,3,-0.38648106227660245,-0.3916437116430161
0,1,0,-0.6897115191610715,1,1,-0.6614753649344994,4,4,4,2,2,4,2,2,4,2,1,5,1,2,-0.38648106227660245,-0.3916437116430161
0,1,0,-1.0204146220080506,1,1,-0.0714713482257245,4,4,4,2,1,4,4,1,1,5,3,3,5,1,-0.38648106227660245,-0.3916437116430161
1,0,0,-1.5495395865632167,1,1,-0.7520205358155491,4,4,4,2,3,4,3,3,5,3,4,5,4,3,-0.38648106227660245,-0.3916437116430161
0,0,0,-0.4251490368834885,1,2,-0.5572997382218939,4,4,4,2,1,4,1,1,5,5,5,4,4,1,-0.38648106227660245,-0.3916437116430161
0,1,0,0.6992415127962398,1,1,-0.5358804504865919,4,4,4,2,3,4,3,3,4,4,4,3,4,3,-0.09754707369704695,-0.3916437116430161
1,0,0,-1.3511177248550295,1,1,-0.23211600624048997,4,4,4,2,2,4,2,2,5,2,5,4,5,2,-0.38648106227660245,-0.3916437116430161
0,0,0,0.7653821333656357,1,1,-1.684733156289157,4,4,4,2,2,1,5,2,2,4,5,2,2,3,-0.38648106227660245,-0.3916437116430161
0,1,0,1.823632062475968,1,0,-1.670129096469633,4,4,4,2,1,4,4,3,3,4,3,3,3,5,-0.38648106227660245,-0.3916437116430161
0,0,0,0.6331008922268441,1,1,-1.6711027004576011,4,4,4,2,4,5,4,4,4,4,4,3,4,3,-0.38648106227660245,-0.3916437116430161
1,1,0,0.23625716881046935,1,1,-0.09483784393696311,4,4,4,2,3,4,3,3,5,3,5,4,4,3,-0.09754707369704695,-0.3135516665356218
0,0,0,-0.5574302780222801,1,1,0.02880986253500788,4,4,4,2,4,4,4,4,4,2,4,5,4,4,-0.38648106227660245,-0.3916437116430161
1,0,0,0.3685384099492609,1,2,-1.6905747802169666,4,4,4,2,3,5,4,5,5,4,1,5,5,4,-0.38648106227660245,-0.3916437116430161
0,1,0,0.8315227539350314,1,1,-0.22724798630064857,4,4,4,2,5,4,5,5,4,2,5,3,5,5,0.27018709358602366,0.10293924070381466
0,0,0,-1.3511177248550295,1,0,-0.3927606642552554,4,4,4,2,2,4,5,2,4,4,4,5,5,2,-0.3602143360420974,-0.20942893972576265
0,1,0,-0.2928677957446969,1,1,-0.4940154790039561,4,4,4,2,1,4,1,1,3,3,5,3,5,1,-0.1763472524005621,-0.3135516665356218
0,0,0,1.7574914419065724,1,1,-1.6973900081327447,4,4,4,2,3,5,4,4,4,4,4,4,4,3,0.007519831240973229,0.31118469432353285
0,1,0,0.3685384099492609,1,1,-0.8376976867567574,4,4,4,2,4,4,4,4,5,4,4,5,5,4,-0.38648106227660245,-0.3916437116430161
0,0,0,-0.4912896574528842,1,2,-0.7383900799839932,4,4,4,2,3,4,3,3,4,5,5,3,5,3,-0.38648106227660245,-0.18339825802329787
0,1,0,-1.6156802071326126,1,1,-0.7851230714064704,4,4,4,2,4,4,4,4,3,5,4,5,4,4,-0.38648106227660245,-0.33958234823808653
0,0,0,-0.9542740014386547,1,0,-0.2983210774223327,4,4,4,2,1,4,1,1,3,2,5,3,5,1,-0.38648106227660245,-0.3916437116430161
0,0,0,-1.8141020688407998,1,0,-0.15325408321505965,4,4,4,2,1,4,1,1,5,1,3,1,3,1,-0.38648106227660245,-0.3916437116430161
0,0,0,-0.888133380869259,1,1,-0.4677281713288126,4,4,4,2,3,4,3,3,5,5,2,5,4,3,-0.38648106227660245,-0.3916437116430161
0,1,0,1.559069580198385,1,0,-1.719782899856015,4,4,4,2,5,5,2,5,5,4,1,5,5,3,0.5328543559310742,0.4933994662407863
0,0,0,-2.078664551118383,1,2,-0.5261444106069092,4,4,4,2,3,4,3,3,4,4,5,4,5,3,-0.38648106227660245,-0.3916437116430161
0,0,0,-0.6897115191610715,1,1,-0.7393636839719615,4,4,4,2,1,4,1,1,3,4,5,4,5,1,-0.38648106227660245,-0.3916437116430161
1,0,0,-1.2849771042856337,1,1,-0.2798226016509355,4,4,4,2,1,4,1,1,4,3,5,3,4,1,-0.38648106227660245,-0.3916437116430161
0,1,0,1.6252102007677807,1,1,-0.882483470203298,4,4,4,2,5,4,5,5,4,5,5,5,5,5,-0.3076808835730873,-0.3916437116430161
1,1,0,-2.144805171687779,1,1,-0.5241972026309726,4,4,4,2,4,4,4,4,3,2,5,5,5,4,-0.22888070486957218,-0.3916437116430161
0,1,0,0.23625716881046935,1,1,-0.21751194642096583,4,4,4,2,4,4,4,4,2,4,3,2,3,4,-0.38648106227660245,-0.3916437116430161
0,0,0,-0.5574302780222801,1,1,-0.4696753793047492,4,4,4,2,5,4,4,5,5,3,5,5,4,5,0.2964538198205287,0.4413381028358568
0,1,0,0.3023977893798651,1,1,-0.45117690353335194,4,4,4,2,2,4,2,2,2,5,1,4,5,2,-0.38648106227660245,-0.3916437116430161
1,1,0,0.10397592767167779,1,1,-0.854248954552218,4,4,4,2,4,4,3,4,4,2,4,4,4,4,-0.38648106227660245,-0.3916437116430161
0,1,0,-0.4251490368834885,1,1,0.057044378186087874,4,4,4,2,5,4,5,5,5,1,2,2,3,5,-0.22888070486957218,-0.20942893972576265
1,1,0,-1.5495395865632167,1,1,-0.8649585984198691,4,4,4,2,2,4,3,2,4,4,4,4,4,2,-0.38648106227660245,-0.3916437116430161
0,0,0,-0.2928677957446969,1,1,-0.6050063336323395,4,4,4,2,3,4,1,3,5,4,4,3,5,3,0.6116545346345893,0.3892767394309272
0,0,0,0.23625716881046935,1,1,-1.8054600507972232,4,4,4,2,4,2,3,5,5,4,3,3,5,2,-0.38648106227660245,-0.3916437116430161
0,1,0,-1.6156802071326126,1,2,-0.37134137651995336,4,4,4,2,3,4,1,3,5,3,1,2,5,3,-0.38648106227660245,-0.3916437116430161
0,0,0,0.8976633745044271,1,1,-1.7966976149055087,4,4,4,2,4,5,5,3,3,4,3,2,3,3,-0.38648106227660245,-0.3916437116430161
0,1,0,-0.028305313467113777,1,2,-0.87566824228752,4,4,4,2,4,4,4,4,4,5,4,3,4,4,-0.38648106227660245,-0.18339825802329787
0,0,0,-0.16058655460590535,1,1,-0.28469062159077685,4,4,4,2,1,4,2,1,3,3,4,5,4,1,-0.38648106227660245,-0.13133689461836834
0,0,0,1.0960852362126146,1,1,-1.804486446809255,4,4,4,2,3,5,4,5,5,4,5,3,5,5,-0.33394760980759236,1.6127187794467717
0,1,0,-0.4251490368834885,1,2,-0.6001383136924981,4,4,4,2,2,4,2,2,4,2,5,5,5,2,-0.38648106227660245,-0.3916437116430161
0,1,0,1.823632062475968,1,0,-1.8463514182918908,4,4,4,2,5,4,4,4,4,4,4,5,4,4,-0.38648106227660245,-0.3916437116430161
0,1,0,1.8897726830453638,1,1,-0.8211464189612967,4,4,4,2,1,4,1,1,5,3,4,4,4,1,-0.38648106227660245,-0.3916437116430161
1,0,0,0.963803995073823,1,1,0.986836186695791,4,4,4,3,4,2,2,3,5,4,4,2,5,2,-0.38648106227660245,-0.3916437116430161
1,0,0,1.4267883390595935,1,1,1.0140970983589028,4,4,4,3,4,2,2,5,2,3,5,2,4,2,-0.38648106227660245,-0.3916437116430161
1,0,0,-0.888133380869259,1,1,1.622599590839075,4,4,4,3,1,4,1,1,3,5,4,5,5,1,0.03378655747547828,-0.3916437116430161
0,1,0,0.7653821333656357,1,1,1.9740706304956224,4,4,4,3,4,4,4,4,2,4,3,3,4,4,-0.38648106227660245,-0.3916437116430161
0,0,0,0.8976633745044271,1,1,0.7599864574991828,4,4,4,3,4,4,4,3,3,4,4,4,4,4,-0.38648106227660245,0.415307421133392
0,0,0,0.3685384099492609,1,1,0.6733357025700063,4,4,4,3,2,4,5,4,4,4,3,4,4,4,-0.38648106227660245,-0.3916437116430161
0,1,0,0.3023977893798651,1,1,1.8650269838431754,4,4,4,3,4,4,4,4,2,1,2,4,1,4,-0.38648106227660245,-0.3916437116430161
0,1,0,-1.0204146220080506,1,0,1.570024975488788,4,4,4,3,4,5,5,2,2,3,3,5,4,5,-0.0712803474625419,0.18103128581120898
0,0,0,-1.4172583454244252,1,1,2.275887866765788,4,4,4,3,4,1,1,4,3,3,5,1,3,1,6.127667043880648,6.6626710297249385
0,0,0,-0.8219927602998631,1,1,1.6907518699968542,4,4,4,3,5,4,5,5,4,5,5,4,5,5,-0.3076808835730873,-0.3916437116430161
1,0,0,1.823632062475968,1,1,0.566239263893496,4,4,4,3,4,4,5,1,1,4,1,3,1,5,-0.3076808835730873,-0.33958234823808653
0,1,0,-0.028305313467113777,1,1,1.3139671266531316,4,4,4,3,4,4,4,4,5,4,4,4,3,4,-0.38648106227660245,-0.3916437116430161
0,1,0,-0.2267271751753011,1,1,1.8650269838431754,4,4,4,3,4,3,3,1,4,4,4,3,3,3,0.45405417722755903,0.4413381028358568
1,0,0,1.228366477351406,1,1,0.5185326684830505,4,4,4,3,4,1,1,3,3,3,4,1,3,1,0.37525399852404384,-0.13133689461836834
0,0,0,1.823632062475968,1,1,0.47569409301244636,4,4,4,3,4,4,4,4,4,4,4,3,4,4,-0.3076808835730873,-0.3916437116430161
0,0,0,2.0220539241841555,1,1,0.43188191355387395,4,4,4,3,4,4,4,5,2,4,4,4,4,4,0.6641879871035994,0.5454608296457159
1,1,0,0.963803995073823,1,1,1.831924448252254,4,4,4,3,4,4,4,4,4,3,4,4,5,4,-0.38648106227660245,-0.3916437116430161
0,1,0,-1.747961448271404,1,1,1.5067407162708502,4,4,4,3,4,1,1,5,3,5,5,1,3,1,0.08632000994448837,-0.3916437116430161
0,0,0,0.5669602716574482,1,1,0.47277328104854155,4,4,4,3,5,3,4,2,2,4,2,1,2,4,-0.09754707369704695,-0.20942893972576265
1,1,0,1.7574914419065724,1,1,2.0909031090518155,4,4,4,3,4,4,4,3,3,5,4,4,3,4,0.7429881658071146,3.825326724156278
0,1,0,-0.2928677957446969,1,1,1.7589041491546336,4,4,4,3,4,4,5,4,4,2,4,2,4,4,0.3489872722895388,0.02484719559642033
0,1,0,0.8315227539350314,1,1,1.2828117990381467,4,4,4,3,1,4,1,1,2,5,4,3,3,1,-0.38648106227660245,-0.3916437116430161
0,0,0,0.3023977893798651,1,1,0.3062869991059664,4,4,4,3,3,3,5,2,2,4,2,4,2,4,0.21765364111701357,-0.053244849510974
1,1,0,-0.09444593403650955,1,1,1.5466584797775493,4,4,4,3,3,4,3,3,5,5,4,3,5,3,-0.38648106227660245,-0.3916437116430161
0,1,0,-1.3511177248550295,1,1,2.0315132657857506,4,4,4,3,5,4,5,5,3,3,3,3,3,5,-0.38648106227660245,-0.3916437116430161
0,0,0,0.4346790305186567,1,1,0.21671543221288506,4,4,4,3,2,4,4,2,2,4,2,4,2,5,-0.0712803474625419,-0.3916437116430161
0,0,0,0.23625716881046935,1,1,0.2147682242369485,4,4,4,3,3,4,4,2,2,4,2,3,2,4,-0.38648106227660245,-0.3916437116430161
1,0,0,0.23625716881046935,1,1,0.15343117299494716,4,4,4,3,3,5,5,3,3,4,3,4,3,3,-0.38648106227660245,-0.10530621291590356
0,1,0,-2.078664551118383,1,1,0.7249367139323248,4,4,4,3,5,4,3,5,5,5,4,4,4,5,-0.38648106227660245,0.7537062832654341
0,1,0,1.823632062475968,1,1,1.1708473404217952,4,4,4,3,5,4,5,5,5,5,4,4,5,5,-0.04501362122803686,0.33721537602599766
0,1,0,-0.4251490368834885,1,1,1.2331579956517646,4,4,4,3,5,4,5,5,4,3,3,5,4,5,-0.38648106227660245,-0.3916437116430161
1,1,0,-0.2267271751753011,1,1,0.997545830563442,4,4,4,3,4,4,4,4,3,2,5,3,5,4,0.13885346241349844,-0.3916437116430161
1,1,0,-1.5495395865632167,1,1,0.9624960869965841,4,4,4,3,1,4,1,1,5,5,3,3,4,1,-0.38648106227660245,-0.3916437116430161
0,1,0,1.559069580198385,1,1,0.9839153747318862,4,4,4,3,1,4,1,1,2,5,4,1,4,1,-0.3602143360420974,-0.23545962142822743
0,1,0,1.6913508213371766,1,0,-0.0714713482257245,4,4,4,3,2,3,2,3,3,4,3,1,3,3,-0.38648106227660245,-0.10530621291590356
0,1,0,0.5008196510880525,1,1,1.6313620267307893,4,4,4,3,4,1,1,2,4,4,4,1,3,1,3.500994420430144,5.0747994458745875
0,0,0,-0.888133380869259,1,1,1.2292635796998916,4,4,4,3,3,4,3,3,4,2,5,4,1,3,-0.38648106227660245,-0.23545962142822743
0,0,0,0.5008196510880525,1,1,-0.15228047922709137,4,4,4,3,4,3,4,2,2,4,2,4,2,3,-0.38648106227660245,-0.3916437116430161
0,0,0,0.5669602716574482,1,1,-0.18733022279394929,4,4,4,3,5,5,5,2,2,4,2,5,2,3,-0.38648106227660245,-0.3916437116430161
0,0,0,0.4346790305186567,1,1,-0.16104291511880583,4,4,4,3,3,4,4,3,3,4,3,2,3,3,-0.33394760980759236,-0.15736757632083312
1,1,0,0.3685384099492609,1,1,0.7930889930901042,4,4,4,3,5,4,5,5,3,2,4,2,3,5,2.949393169505538,2.8101301377601513
0,0,0,0.8315227539350314,1,1,-0.1824622028541079,4,4,4,3,2,4,2,3,3,4,3,2,3,2,1.3733895954352355,1.4044733258270534
0,1,0,-0.5574302780222801,1,1,0.9780737508040765,4,4,4,3,3,4,5,3,4,5,4,4,4,3,-0.38648106227660245,-0.3916437116430161
0,0,0,-1.6156802071326126,1,1,0.6275763151354974,4,4,4,3,5,4,5,5,3,2,5,4,4,5,-0.33394760980759236,-0.23545962142822743
0,0,0,1.9559133036147596,1,1,-0.20874951052925134,4,4,4,3,5,4,5,3,3,4,5,4,3,4,-0.1763472524005621,-0.3916437116430161
0,1,0,-0.028305313467113777,1,1,1.1163255170955717,4,4,4,3,5,4,5,5,4,2,3,4,4,5,-0.33394760980759236,0.23309264921613854
1,1,0,-0.2267271751753011,1,1,1.184477796253351,4,4,4,3,5,4,5,5,4,3,4,3,4,5,-0.38648106227660245,-0.3916437116430161
1,0,0,1.2945070979208018,1,2,-0.22140636237283892,4,4,4,3,2,2,3,4,4,4,2,2,4,1,-0.3602143360420974,-0.3916437116430161
0,1,0,0.6331008922268441,1,1,0.8719509161155345,4,4,4,3,3,4,3,3,3,5,3,5,5,3,-0.38648106227660245,-0.3916437116430161
1,1,0,1.4267883390595935,1,1,1.0968534373362062,4,4,4,3,2,4,2,2,5,5,5,5,4,2,-0.33394760980759236,-0.2614903031306922
0,0,0,1.2945070979208018,1,0,-0.3431068608688734,4,4,4,3,3,4,5,5,5,4,5,4,5,5,-0.28141415733858227,-0.36561302994055134
0,0,0,-1.3511177248550295,1,1,0.8184026967772794,4,4,4,3,1,4,4,1,3,4,4,4,4,1,-0.33394760980759236,-0.3916437116430161
0,1,0,1.4929289596289892,1,1,0.6587316427504821,4,4,4,3,4,4,4,4,5,3,5,4,5,4,0.13885346241349844,-0.3916437116430161
0,1,0,-0.2928677957446969,1,0,-0.3732885844958899,4,4,4,3,5,5,5,2,2,4,4,5,2,3,-0.38648106227660245,-0.3916437116430161
1,1,0,-0.16058655460590535,1,2,1.2389996195795743,4,4,4,3,5,4,5,5,4,4,4,4,4,5,-0.38648106227660245,-0.3916437116430161
1,1,0,0.03783530710228201,1,1,0.6451011869189263,4,4,4,3,2,4,2,2,3,5,4,3,4,2,1.058188880621175,1.3784426441245887
0,0,0,-1.0204146220080506,1,1,1.1562432806022709,4,4,4,3,2,4,2,2,5,2,4,4,4,2,-0.38648106227660245,-0.36561302994055134
0,0,0,-0.3590084163140927,1,1,0.824244320705089,4,4,4,3,5,4,5,5,4,5,5,5,5,5,-0.38648106227660245,-0.3916437116430161
0,0,0,-1.9463833099795915,1,0,1.0949062293602696,4,4,4,3,2,4,2,2,4,3,3,5,5,2,0.08632000994448837,-0.3135516665356218
